"Object Number","Is Highlight","Is Timeline Work","Is Public Domain","Object ID","Gallery Number","Department","AccessionYear","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Constituent ID","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Artist Gender","Artist ULAN URL","Artist Wikidata URL","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Object Wikidata URL","Metadata Date","Repository","Tags","Tags AAT URL","Tags Wikidata URL","primaryImage","primaryImageSmall","hasImage","fetchedAt"
"1975.1.31","True","True","True","458971","956","Robert Lehman Collection","1975","Painting","The Creation of the World and the Expulsion from Paradise","","","","","","16193","Artist"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian, Siena 1398–1482 Siena"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian","1398      ","1482      ","","http://vocab.getty.edu/page/ulan/500116438","https://www.wikidata.org/wiki/Q946420","1445","1445","1445","Tempera and gold on wood","Overall: 18 1/4 × 20 1/2 in. (46.4 × 52.1 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458971","https://www.wikidata.org/wiki/Q20185213","","Metropolitan Museum of Art, New York, NY","Angels|Gods|Adam|Eve","http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/aat/300343851|http://vocab.getty.edu/page/ia/901000219|http://vocab.getty.edu/page/ia/901000205","https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q178885|https://www.wikidata.org/wiki/Q70899|https://www.wikidata.org/wiki/Q830183","https://images.metmuseum.org/CRDImages/rl/original/DP-40104-001.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP-40104-001.jpg","True","2025-09-07T18:39:04.081Z"
"1975.1.32","False","False","True","458972","956","Robert Lehman Collection","1975","Painting","Madonna and Child with Saints Jerome and Agnes","","","","","","16193","Artist"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian, Siena 1398–1482 Siena"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian","1398      ","1482      ","","http://vocab.getty.edu/page/ulan/500116438","https://www.wikidata.org/wiki/Q946420","ca. 1465","1462","1468","Tempera on wood, gold ground","Overall: 12 5/8 × 9 3/4 in. (32.1 × 24.8 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458972","https://www.wikidata.org/wiki/Q20188001","","Metropolitan Museum of Art, New York, NY","Madonna and Child|Saint Jerome|Saints","http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ulan/500060933|http://vocab.getty.edu/page/aat/300150555","https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q44248|https://www.wikidata.org/wiki/Q43115","https://images.metmuseum.org/CRDImages/rl/original/DP-19531-100.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP-19531-100.jpg","True","2025-09-07T18:39:06.245Z"
"1975.1.33","False","False","True","458973","956","Robert Lehman Collection","1975","Painting","Saint Catherine of Siena Beseeching Christ to Resuscitate Her Mother","","","","","","16193","Artist"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian, Siena 1398–1482 Siena"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian","1398      ","1482      ","","http://vocab.getty.edu/page/ulan/500116438","https://www.wikidata.org/wiki/Q946420","ca. 1447–65","1443","1468","Tempera and gold on wood","Overall: 11 in. × 8 5/8 in. (27.9 × 21.9 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458973","https://www.wikidata.org/wiki/Q20185333","","Metropolitan Museum of Art, New York, NY","Beds|Men|Women|Saint Catherine|Crucifixion","http://vocab.getty.edu/page/aat/300038697|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943| |http://vocab.getty.edu/page/aat/300404300","https://www.wikidata.org/wiki/Q42177|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467| |https://www.wikidata.org/wiki/Q3235597","https://images.metmuseum.org/CRDImages/rl/original/DP366038.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP366038.jpg","True","2025-09-07T18:39:08.454Z"
"1975.1.34","False","False","True","458974","956","Robert Lehman Collection","1975","Painting","Saint Catherine of Siena Receiving the Stigmata","","","","","","16193","Artist"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian, Siena 1398–1482 Siena"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian","1398      ","1482      ","","http://vocab.getty.edu/page/ulan/500116438","https://www.wikidata.org/wiki/Q946420","ca. 1447–65","1443","1468","Tempera and gold on wood","Overall: 11 in. × 7 7/8 in. (27.9 × 20 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458974","https://www.wikidata.org/wiki/Q20185347","","Metropolitan Museum of Art, New York, NY","Christ|Saint Catherine|Cross|Crucifixion","http://vocab.getty.edu/page/ia/901000087| |http://vocab.getty.edu/page/aat/300235443|http://vocab.getty.edu/page/aat/300404300","https://www.wikidata.org/wiki/Q642420| |https://www.wikidata.org/wiki/Q40843|https://www.wikidata.org/wiki/Q3235597","https://images.metmuseum.org/CRDImages/rl/original/DP366040.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP366040.jpg","True","2025-09-07T18:39:10.679Z"
"1975.1.35","False","False","True","458975","956","Robert Lehman Collection","1975","Painting","The Exultation of Saint Nicholas of Tolentino","","","","","","16193","Artist"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian, Siena 1398–1482 Siena"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian","1398      ","1482      ","","http://vocab.getty.edu/page/ulan/500116438","https://www.wikidata.org/wiki/Q946420","ca. 1450","1447","1453","Tempera on wood, gold ground","Overall, with engaged frame, 19 1/8 x 14 1/4 in. (48.6 x 36.2 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458975","https://www.wikidata.org/wiki/Q20188011","","Metropolitan Museum of Art, New York, NY","Angels|Men|Saints","http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300150555","https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q43115","https://images.metmuseum.org/CRDImages/rl/original/DT3026.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DT3026.jpg","True","2025-09-07T18:39:12.825Z"
"1975.1.36","False","False","True","458976","956","Robert Lehman Collection","1975","Painting","Saint John the Evangelist Raises Drusiana","","","","","","16193","Artist"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian, Siena 1398–1482 Siena"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian","1398      ","1482      ","","http://vocab.getty.edu/page/ulan/500116438","https://www.wikidata.org/wiki/Q946420","ca. 1460","1457","1463","Tempera and gold on wood","Overall: 9 3/8 × 8 7/8 in. (23.8 × 22.5 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458976","https://www.wikidata.org/wiki/Q20188014","","Metropolitan Museum of Art, New York, NY","Women|Beds|Saint John the Evangelist","http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300038697|http://vocab.getty.edu/page/ia/901001171","https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q42177|https://www.wikidata.org/wiki/Q328804","https://images.metmuseum.org/CRDImages/rl/original/DP366042.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP366042.jpg","True","2025-09-07T18:39:15.036Z"
"1975.1.37","True","True","True","458977","956","Robert Lehman Collection","1975","Painting","The Annunciation to Zacharias; (verso) The Angel of the Annunciation","","","","","","16193","Artist"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian, Siena 1398–1482 Siena"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian","1398      ","1482      ","","http://vocab.getty.edu/page/ulan/500116438","https://www.wikidata.org/wiki/Q946420","ca. 1455–60","1452","1463","Tempera and gold on wood","Overall: 29 7/8 in. × 17 in. (75.9 × 43.2 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458977","https://www.wikidata.org/wiki/Q20185362","","Metropolitan Museum of Art, New York, NY","Angels|Men|Saint John the Baptist|Annunciation","http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/aat/300412102","https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q154326","https://images.metmuseum.org/CRDImages/rl/original/DP-19531-098.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP-19531-098.jpg","True","2025-09-07T18:39:17.232Z"
"1975.1.38","True","True","True","458978","956","Robert Lehman Collection","1975","Painting","Coronation of the Virgin","","","","","","16193","Artist"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian, Siena 1398–1482 Siena"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian","1398      ","1482      ","","http://vocab.getty.edu/page/ulan/500116438","https://www.wikidata.org/wiki/Q946420","ca. 1455","1452","1458","Tempera on wood, gold ground","Overall (shaped top): 70 5/8 × 51 3/4 in. (179.4 × 131.4 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458978","https://www.wikidata.org/wiki/Q20185389","","Metropolitan Museum of Art, New York, NY","Angels|Christ|Virgin Mary|Ceremony","http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/aat/300054754","https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q2627975","https://images.metmuseum.org/CRDImages/rl/original/DT708.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DT708.jpg","True","2025-09-07T18:39:19.423Z"
"1975.1.39","False","False","True","458979","956","Robert Lehman Collection","1975","Painting","Madonna and Child","","","","","","16237","Artist","Workshop of","Sano di Pietro (Ansano di Pietro di Mencio)","Italian, Siena 1405–1481 Siena"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian","1405      ","1481      ","","http://vocab.getty.edu/page/ulan/500115558","https://www.wikidata.org/wiki/Q1379714","ca. 1448–60","1445","1463","Tempera on wood, gold ground","Overall: 24 7/8 × 17 5/8 in. (63.2 × 44.8 cm)
Painted surface: 21 5/8 × 14 1/8 in. (54.9 × 35.9 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458979","https://www.wikidata.org/wiki/Q20188018","","Metropolitan Museum of Art, New York, NY","Madonna and Child","http://vocab.getty.edu/page/ia/901000052","https://www.wikidata.org/wiki/Q9309699","https://images.metmuseum.org/CRDImages/rl/original/DT3028.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DT3028.jpg","True","2025-09-07T18:39:21.573Z"
"1975.1.40","False","False","True","458980","956","Robert Lehman Collection","1975","Painting","Madonna and Child","","","","","","16237","Artist"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian, Siena 1405–1481 Siena"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian","1405      ","1481      ","","http://vocab.getty.edu/page/ulan/500115558","https://www.wikidata.org/wiki/Q1379714","mid-15th century","1436","1470","Tempera on wood, gold ground","Overall, engaged (modern) frame: 7 in. (17.8 cm)
Painted surface: 5 in. (12.7 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458980","https://www.wikidata.org/wiki/Q20188021","","Metropolitan Museum of Art, New York, NY","Madonna and Child","http://vocab.getty.edu/page/ia/901000052","https://www.wikidata.org/wiki/Q9309699","https://images.metmuseum.org/CRDImages/rl/original/DP366044.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP366044.jpg","True","2025-09-07T18:39:23.765Z"
"1975.1.41","False","False","True","458981","956","Robert Lehman Collection","1975","Painting","Madonna and Child Enthroned with Two Cherubim","Italian, Siena","","","","","16218","Artist"," ","Osservanza Master","Italian, Siena, active second quarter 15th century"," ","Osservanza Master","Italian","1425      ","1450      ","","http://vocab.getty.edu/page/ulan/500029605","https://www.wikidata.org/wiki/Q260114","1435–40","1435","1440","Tempera on wood, gold ground","Overall: 56 1/2 × 27 3/8 in. (143.5 × 69.5 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458981","https://www.wikidata.org/wiki/Q20185257","","Metropolitan Museum of Art, New York, NY","Angels|Madonna and Child","http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000052","https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q9309699","https://images.metmuseum.org/CRDImages/rl/original/DT3030.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DT3030.jpg","True","2025-09-07T18:39:25.908Z"
"1975.1.42","False","False","True","458982","","Robert Lehman Collection","1975","Painting","Madonna and Child with Saints Jerome, Bernardino, John the Baptist, and Anthony of Padua and Two Angels","","","","","","16237","Artist"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian, Siena 1405–1481 Siena"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian","1405      ","1481      ","","http://vocab.getty.edu/page/ulan/500115558","https://www.wikidata.org/wiki/Q1379714","ca. 1465–70","1462","1473","Tempera on wood, gold ground","Overall, with engaged frame: 29 1/8 × 20 3/8 in. (74 × 51.8 cm)
painted surface: 24 3/8 × 15 5/8 in. (61.9 × 39.7 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458982","https://www.wikidata.org/wiki/Q20187969","","Metropolitan Museum of Art, New York, NY","Angels|Madonna and Child|Saint Jerome|Saint John the Baptist","http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ulan/500060933|http://vocab.getty.edu/page/ia/901001056","https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q44248|https://www.wikidata.org/wiki/Q40662","https://images.metmuseum.org/CRDImages/rl/original/DT3031.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DT3031.jpg","True","2025-09-07T18:39:28.097Z"
"1975.1.43","False","False","True","458983","956","Robert Lehman Collection","1975","Painting","Madonna and Child with Saints John the Baptist, Jerome, Peter Martyr, and Bernardino and Four Angels","","","","","","16237","Artist"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian, Siena 1405–1481 Siena"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian","1405      ","1481      ","","http://vocab.getty.edu/page/ulan/500115558","https://www.wikidata.org/wiki/Q1379714","ca. 1425–before ca. 1467","1422","1470","Tempera on wood, gold ground","Overall, with engaged (not original) frame: 28 1/8 × 22 1/8 in. (71.4 × 56.2 cm)
Painted surface: 24 3/4 × 18 5/8 in. (62.9 × 47.3 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458983","https://www.wikidata.org/wiki/Q20187971","","Metropolitan Museum of Art, New York, NY","Angels|Madonna and Child|Saint Jerome|Saint John the Baptist|Saint Peter","http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ulan/500060933|http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/ia/901000056","https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q44248|https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q33923","https://images.metmuseum.org/CRDImages/rl/original/DT3032.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DT3032.jpg","True","2025-09-07T18:39:30.251Z"
"1975.1.44","False","False","True","458984","956","Robert Lehman Collection","1975","Predella panel","The Birth and Naming of Saint John the Baptist","","","","","","16237","Artist"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian, Siena 1405–1481 Siena"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian","1405      ","1481      ","","http://vocab.getty.edu/page/ulan/500115558","https://www.wikidata.org/wiki/Q1379714","1450–60","1450","1460","Tempera and gold on wood","Overall, with engaged (modern) frame: 9 5/8 × 18 7/8 in. (24.4 × 47.9 cm)
painted surface: 8 1/8 × 16 7/8 in. (20.6 × 42.9 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458984","https://www.wikidata.org/wiki/Q20185271","","Metropolitan Museum of Art, New York, NY","Infants|Beds|Men|Women|Saint John the Baptist","http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300038697|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901001056","https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q42177|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q40662","https://images.metmuseum.org/CRDImages/rl/original/DT3033.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DT3033.jpg","True","2025-09-07T18:39:32.409Z"
"1975.1.45","False","False","True","458985","956","Robert Lehman Collection","1975","Painting","Saint Bernardino","","","","","","16237","Artist","Workshop of","Sano di Pietro (Ansano di Pietro di Mencio)","Italian, Siena 1405–1481 Siena"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian","1405      ","1481      ","","http://vocab.getty.edu/page/ulan/500115558","https://www.wikidata.org/wiki/Q1379714","ca. 1460–70","1457","1473","Tempera and gold on wood (panel: 20 mm thick with vertical grain; cut along all four sides)","Overall: 7 in. × 4 1/8 in. (17.8 × 10.5 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458985","https://www.wikidata.org/wiki/Q20187975","","Metropolitan Museum of Art, New York, NY","Men|Saints","http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300150555","https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q43115","https://images.metmuseum.org/CRDImages/rl/original/DP366048.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP366048.jpg","True","2025-09-07T18:39:34.551Z"
"1975.1.46","False","False","True","458986","","Robert Lehman Collection","1975","Painting","Saint Bernardino","","","","","","16237","Artist"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian, Siena 1405–1481 Siena"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian","1405      ","1481      ","","http://vocab.getty.edu/page/ulan/500115558","https://www.wikidata.org/wiki/Q1379714","1450–60","1447","1463","Tempera on wood, gold ground","Overall: 9 1/2 × 8 3/4 in. (24.1 × 22.2 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458986","https://www.wikidata.org/wiki/Q20187978","","Metropolitan Museum of Art, New York, NY","Men|Saints","http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300150555","https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q43115","https://images.metmuseum.org/CRDImages/rl/original/DT3034.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DT3034.jpg","True","2025-09-07T18:39:36.705Z"
"1975.1.50","False","False","True","458990","956","Robert Lehman Collection","1975","Painting","Saint Francis","","","","","","16237","Artist"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian, Siena 1405–1481 Siena"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian","1405      ","1481      ","","http://vocab.getty.edu/page/ulan/500115558","https://www.wikidata.org/wiki/Q1379714","1450s","1450","1459","Tempera on wood, gold ground","Overall: 9 1/2 × 8 3/4 in. (24.1 × 22.2 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458990","https://www.wikidata.org/wiki/Q20187954","","Metropolitan Museum of Art, New York, NY","Books|Saint Francis","http://vocab.getty.edu/page/aat/300028051|http://vocab.getty.edu/page/ulan/500349636","https://www.wikidata.org/wiki/Q571|https://www.wikidata.org/wiki/Q676555","https://images.metmuseum.org/CRDImages/rl/original/DP366050.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP366050.jpg","True","2025-09-07T18:39:38.860Z"
"1975.1.51","False","False","True","458991","956","Robert Lehman Collection","1975","Painting","Madonna and Child","","","","","","16237","Artist"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian, Siena 1405–1481 Siena"," ","Sano di Pietro (Ansano di Pietro di Mencio)","Italian","1405      ","1481      ","","http://vocab.getty.edu/page/ulan/500115558","https://www.wikidata.org/wiki/Q1379714","about 1450","1425","1475","Tempera on wood, gold ground","Overall, with engaged frame: 16 3/8 × 12 1/8 in. (41.6 × 30.8 cm)
Painted surface: 13 1/8 × 9 in. (33.3 × 22.9 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458991","https://www.wikidata.org/wiki/Q20187981","","Metropolitan Museum of Art, New York, NY","Madonna and Child","http://vocab.getty.edu/page/ia/901000052","https://www.wikidata.org/wiki/Q9309699","https://images.metmuseum.org/CRDImages/rl/original/DP366052.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP366052.jpg","True","2025-09-07T18:39:41.022Z"
"1975.1.52","False","False","True","458992","956","Robert Lehman Collection","1975","Painting","Madonna and Child with Saints Francis and Catherine of Siena","","","","","","16552","Artist"," ","Matteo di Giovanni di Bartolo","Italian, Siena ca. 1430–1497 Siena"," ","Matteo di Giovanni di Bartolo","Italian","1430      ","1497      ","","http://vocab.getty.edu/page/ulan/500025991","https://www.wikidata.org/wiki/Q1373474","about 1476–80","1451","1505","Tempera on wood, gold ground","Overall: 25 3/4 × 16 7/8 in. (65.4 × 42.9 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458992","https://www.wikidata.org/wiki/Q20187986","","Metropolitan Museum of Art, New York, NY","Madonna and Child|Saint Catherine|Saint Francis","http://vocab.getty.edu/page/ia/901000052| |http://vocab.getty.edu/page/ulan/500349636","https://www.wikidata.org/wiki/Q9309699| |https://www.wikidata.org/wiki/Q676555","https://images.metmuseum.org/CRDImages/rl/original/DT3038.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DT3038.jpg","True","2025-09-07T18:39:43.206Z"
"1975.1.53","False","False","True","458993","","Robert Lehman Collection","1975","Painting","Saint Bernardino","","","","","","16167","Artist"," ","Benvenuto di Giovanni","Italian, Siena 1436–after 1518 Siena"," ","Benvenuto di Giovanni","Italian","1436      ","1518      ","","http://vocab.getty.edu/page/ulan/500031885","https://www.wikidata.org/wiki/Q818396","possibly 1474","1469","1479","Tempera on wood, gold ground, pastiglia garland of fruit","Overall: 9 3/8 × 10 1/8 in. (23.8 × 25.7 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458993","https://www.wikidata.org/wiki/Q20187991","","Metropolitan Museum of Art, New York, NY","Men|Saints","http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300150555","https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q43115","https://images.metmuseum.org/CRDImages/rl/original/DT3039.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DT3039.jpg","True","2025-09-07T18:39:45.385Z"
"1975.1.54","True","False","True","458994","956","Robert Lehman Collection","1975","Painting","Madonna and Child","","","","","","16167","Artist"," ","Benvenuto di Giovanni","Italian, Siena 1436–after 1518 Siena"," ","Benvenuto di Giovanni","Italian","1436      ","1518      ","","http://vocab.getty.edu/page/ulan/500031885","https://www.wikidata.org/wiki/Q818396","ca. 1470","1467","1473","Tempera on wood, gold ground","Overall: 27 3/4 × 18 1/8 in. (70.5 × 46 cm)
Painted surface: 24 1/4 × 14 3/4 in. (61.6 × 37.5 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458994","https://www.wikidata.org/wiki/Q20185303","","Metropolitan Museum of Art, New York, NY","Madonna and Child","http://vocab.getty.edu/page/ia/901000052","https://www.wikidata.org/wiki/Q9309699","https://images.metmuseum.org/CRDImages/rl/original/DP-23539-001.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP-23539-001.jpg","True","2025-09-07T18:39:47.554Z"
"1975.1.55","False","False","True","458995","956","Robert Lehman Collection","1975","Painting","The Blessed Andrea Gallerani (died 1251)","","","","","","16193","Artist"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian, Siena 1398–1482 Siena"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian","1398      ","1482      ","","http://vocab.getty.edu/page/ulan/500116438","https://www.wikidata.org/wiki/Q946420","1447–65","1447","1465","Tempera on wood, gold ground","Overall, with engaged frame: 20 1/4 in. × 7 in. (51.4 × 17.8 cm)
Painted surface: 19 × 4 7/8 in. (48.3 × 12.4 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458995","https://www.wikidata.org/wiki/Q20183772","","Metropolitan Museum of Art, New York, NY","Men|Portraits","http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637","https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307","https://images.metmuseum.org/CRDImages/rl/original/DP366056.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP366056.jpg","True","2025-09-07T18:39:49.741Z"
"1975.1.56","False","False","True","458996","956","Robert Lehman Collection","1975","Painting","The Blessed Ambrogio Sansedoni (1220–1286)","","","","","","16193","Artist"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian, Siena 1398–1482 Siena"," ","Giovanni di Paolo (Giovanni di Paolo di Grazia)","Italian","1398      ","1482      ","","http://vocab.getty.edu/page/ulan/500116438","https://www.wikidata.org/wiki/Q946420","1447–65","1447","1465","Tempera on wood, gold ground","Overall, with engaged frame: 20 5/8 in. × 7 in. (52.4 × 17.8 cm)
Painted surface: 19 1/4 × 4 7/8 in. (48.9 × 12.4 cm)","Robert Lehman Collection, 1975","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/458996","https://www.wikidata.org/wiki/Q20183811","","Metropolitan Museum of Art, New York, NY","Men","http://vocab.getty.edu/page/aat/300025928","https://www.wikidata.org/wiki/Q8441","https://images.metmuseum.org/CRDImages/rl/original/DP366058.jpg","https://images.metmuseum.org/CRDImages/rl/web-large/DP366058.jpg","True","2025-09-07T18:39:51.912Z"
